"Company_name","Company_activity","Company_url","Company_url_url","Company_geography","Company_employees","Company_AIuse","Company_min","Company_logo","Company_logo_url"
"Experfy Inc","Big Data, Analytics, AI Consulting &Training","Visit Website","http://www.experfy.com/","Boston, MA","10 - 49","25% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e_in_experfy.png","https://clutch.co/profile/experfy"
"Aversanlabs","Artificial intelligence and IoT Companies in USA,","Visit Website","https://www.aversanlabs.com/","Mississauga, Canada","50 - 249","30% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/lab_inv_logo_2.png","https://clutch.co/profile/aversanlabs"
"Think Future Technologies","Software Development and Testing Company","Visit Website","https://www.tftus.com/","New York, NY","250 - 999","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/tft-logo.png","https://clutch.co/profile/think-future-technologies"
"PureSoftware","PureSoftware","Visit Website","http://puresoftware.com/","Noida, India","250 - 999","10% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo-02_1.jpg","https://clutch.co/profile/puresoftware"
"Apparrant Technologies","Experience the Expertise!","Visit Website","http://www.apparrant.com/","Noida, India","10 - 49","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/es740fzu_400x400.jpg","https://clutch.co/profile/apparrant-technologies"
"HES Fintech","Lending Software for Banks & Alternative Lenders","Visit Website","https://hesfintech.com/","Vilnius, Lithuania","50 - 249","10% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f192c9dfd6f069b64d61e6ac922e56f3.png","https://clutch.co/profile/hes-fintech"
"WaveAccess","Bringing ambitious ideas to life","Visit Website","http://www.wave-access.com/","Las Vegas, NV","250 - 999","10% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/waveaccess_logo.png","https://clutch.co/profile/waveaccess"
"Adroit Infosystem","We offer you Best IT Solutions.","Visit Website","http://www.adroitinfosystem.com/","Boca Raton, FL","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/adroit_0.jpg","https://clutch.co/profile/adroit-infosystem"
"Intelgain Technologies","Empowering Business Transformation","Visit Website","http://www.intelgain.com/","Navi Mumbai, India","50 - 249","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/intelgain_technologies.png","https://clutch.co/profile/intelgain-technologies"
"Pearl Data Firm","Every company is a data company","Visit Website","https://pearldatafirm.com/","Kampala, Uganda","50 - 249","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c595f86f5c330dd54dae361f7f54c7ec.svg","https://clutch.co/profile/pearl-data-firm"
"Shatava Digital Studio","AI, ML, AR, VR, CV,","Visit Website","https://shatava.com/en/","Sumy, Ukraine","10 - 49","30% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/a56c833dc59eb285175998eb012f34ec.jpeg","https://clutch.co/profile/shatava-digital-studio"
"gHost Services LLC","End to End Software Development Company","Visit Website","https://ghost-services.com/","Gyumri, Armenia","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0_206.png","https://clutch.co/profile/ghost-services"
"Quixas Technologies","The Digital Revolution","Visit Website","https://quixasit.com/","Islamabad, Pakistan","10 - 49","30% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/72d890d44b1d7c8b3712ea213f3ef5a5.PNG","https://clutch.co/profile/quixas-technologies"
"Sparity Inc","Digital Transformation","Visit Website","http://www.sparity.com/","Alpharetta, GA","50 - 249","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/sparitylogo.png","https://clutch.co/profile/sparity"
"Magnetic","Smarter, Faster, and more Effective Advertising","Visit Website","https://www.magnetic.com/","New York, NY","250 - 999","35% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/magnetic.jpg","https://clutch.co/profile/magnetic"
"Genpact","New York Global Professional Services","Visit Website","http://www.genpact.com/","New York, NY","10,000+","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/genpact_logo_0.jpg","https://clutch.co/profile/genpact"
"Reply","Consulting, System Integration and Digital Service","Visit Website","http://www.reply.com/it/","Torino, Italy","1,000 - 9,999","25% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/reply.jpg","https://clutch.co/profile/reply"
"IBA Group","IT service provider working worldwide","Visit Website","https://ibagroupit.com/","Prague, Czech Republic","1,000 - 9,999","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/iba_group_logo.png","https://clutch.co/profile/iba-group"
"Blippar","More entertainment, more information, more value","Visit Website","https://www.blippar.com/","London, United Kingdom","50 - 249","60% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/blippar_logo.png","https://clutch.co/profile/blippar"
"DeepMind","Building Artificial General Intelligence","Visit Website","https://deepmind.com/","London, United Kingdom","250 - 999","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/deepmind_logo.png","https://clutch.co/profile/deepmind"
"Starship Technologies","World's leading on-demand Delivery Robot","Visit Website","https://www.starship.xyz/","London, United Kingdom","50 - 249","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/starship_technologies_logo.png","https://clutch.co/profile/starship-technologies"
"Dynatrace","Because the world needs software to work perfectly","Visit Website","http://dynatrace.com/","Waltham, MA","1,000 - 9,999","60% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/dynatrace_logo.png","https://clutch.co/profile/dynatrace"
"Lionbridge","Breaking Barriers. Building Bridges.","Visit Website","http://lionbridge.com/","Waltham, MA","1,000 - 9,999","30% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/lionbridge_logo.png","https://clutch.co/profile/lionbridge"
"Cycorp","Trusted. Transparent. Actually Intelligent.","Visit Website","http://www.cyc.com/","Austin, TX","50 - 249","60% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/cycorp.jpg","https://clutch.co/profile/cycorp"
"CSAIL - MIT","Artificial Intelligence Firm in Massachusetts, USA","Visit Website","https://www.csail.mit.edu/","Cambridge, MA","250 - 999","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/csail_logo.jpg","https://clutch.co/profile/csail-mit"
"Clearpath Robotics.","AI services.","Visit Website","https://www.clearpathrobotics.com/","Kitchener, Canada","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/clearpath_robotics_logo.png","https://clutch.co/profile/clearpath-robotics"
"H2 ventures","AI services in Australia.","Visit Website","https://h2.vc/","Sydney, Australia","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/h2_ventures_logo.png","https://clutch.co/profile/h2-ventures"
"Insilico Medicine, Inc","AI services in US","Visit Website","https://insilico.com/","Rockville, MD","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/insilico_medicine_inc_logo.png","https://clutch.co/profile/insilico-medicine"
"Enigma Technologies, Inc.","Transform data into solutions.","Visit Website","https://www.enigma.com/","New York, NY","50 - 249","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/enigma_technologies_inc._logo.jpg","https://clutch.co/profile/enigma-technologies"
"Dialogflow","AI services.","Visit Website","https://dialogflow.com/","","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/dialogflow_logo.png","https://clutch.co/profile/dialogflow"
"Databricks","AI services in US.","Visit Website","https://databricks.com/","San Francisco, CA","250 - 999","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/databricks_logo.jpg","https://clutch.co/profile/databricks"
"Morgan Stanley","AI services in US.","Visit Website","https://www.techstars.com/","","250 - 999","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/morgan_stanley_logo.png","https://clutch.co/profile/morgan-stanley"
"C3.ai","AI services in US.","Visit Website","https://c3.ai/","Redwood City, CA","250 - 999","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c3.ai_logo.jpg","https://clutch.co/profile/c3ai"
"Algorithmia","AI services in US.","Visit Website","https://algorithmia.com/","Seattle, WA","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/algorithmia_logo.png","https://clutch.co/profile/algorithmia-0"
"Unanimous AI","Get smarter with swarm.","Visit Website","https://unanimous.ai/","San Francisco, CA","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/unanimous_ai_logo_0.jpg","https://clutch.co/profile/unanimous-ai"
"RStudio, Inc.","Professional software for data science","Visit Website","https://rstudio.com/","Boston, MA","50 - 249","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/85c9c30d54b59c80b813c0139d84814b.png","https://clutch.co/profile/rstudio"
"Recorded Future","Security Intelligence","Visit Website","https://www.recordedfuture.com/","Somerville, MA","250 - 999","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/bc13fa5ac262ddeff7ff3647b6415007.png","https://clutch.co/profile/recorded-future"
"Evergage","The 1-to-1 Platform","Visit Website","https://www.evergage.com/","Somerville, MA","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/b09c5754a6bba99232d3a0277f4786b3.png","https://clutch.co/profile/evergage"
"DELMIA Global Operations","helps industries and services","Visit Website","https://www.3ds.com/","Auburn Hills, MI","50 - 249","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0633f984006638f171983ad5b487f86f.png","https://clutch.co/profile/delmia-global-operations"
"GumGum","An artificial intelligence company","Visit Website","https://gumgum.com/","Santa Monica, CA","250 - 999","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e3bb8cd51993dfee85cdca50f9073860.png","https://clutch.co/profile/gumgum"
"Symphony AyasdiAI","New Generation of Solutions for Financial Services","Visit Website","https://www.ayasdi.com/","Menlo Park, CA","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e09e4424b05ce170d50c859273e07713.png","https://clutch.co/profile/symphony-ayasdiai"
"Numenta","Advancing Machine Intelligence with Neuroscience","Visit Website","https://numenta.com/","Redwood City, CA","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/791f6c12918a3a7cb61b174b67dcb695.png","https://clutch.co/profile/numenta"
"Persado","Words Matter","Visit Website","http://www.persado.com/","New York, NY","50 - 249","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/b98e0a90b3524e71d829c460bf04c387.png","https://clutch.co/profile/persado"
"Synechron","We can connect you with the right people","Visit Website","https://www.synechron.com/","New York, NY","1,000 - 9,999","25% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/synechron_logo.png","https://clutch.co/profile/synechron"
"Coveo","Make Business Personal","Visit Website","https://www.coveo.com/en","Québec, Canada","50 - 249","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/6bcce2b586a3786e775ea1ebced99d20.png","https://clutch.co/profile/coveo"
"LoopMe","Closing the loop on brand advertising","Visit Website","https://loopme.com/","London, United Kingdom","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/loopme_logo.png","https://clutch.co/profile/loopme"
"WIREWAX","Interactive video technology company","Visit Website","https://www.wirewax.com/","London, United Kingdom","50 - 249","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/wirewax_logo.png","https://clutch.co/profile/wirewax"
"BetaShares ETFs","AI services in Australia.","Visit Website","https://www.betashares.com.au/","Sydney, Australia","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/betashares_etfs_logo.jpg","https://clutch.co/profile/betashares-etfs"
"ObEN","AI services in US","Visit Website","https://oben.me/","Pasadena, CA","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/oben_logo.png","https://clutch.co/profile/oben"
"Argo AI","Building a safe, confident driver.","Visit Website","https://www.argo.ai/","Pittsburgh, PA","250 - 999","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/argo_ai_logo.png","https://clutch.co/profile/argo-ai"
"AImotive","AI services.","Visit Website","https://aimotive.com/","Mountain View, CA","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/aimotive_logo.png","https://clutch.co/profile/aimotive"
